咸蛋/nr : 1
植物油/n : 1
糖粉/n : 1
戚风/nr : 1
面包/n : 1
汁/ng : 1
8/m : 1
寸/m : 1
黄/a : 1
只/c : 1
蛋黃/n : 1
核桃/n : 1
金牌/n : 1
芸豆/n : 1
蛋清/n : 1
黄油/n : 1
高粉/n : 1
粉/n : 1
樱桃/n : 1
蛋黄/n : 1
草莓/n : 1
皮/n : 1
粉/n : 1
面糊/v : 1
细沙/n : 1
馅/n : 1
糖/zg : 1
海盐/n : 1
白巧克力/nr : 1
马苏/ns : 1
紫薯/n : 1
里拉/nrt : 1
奶酪/n : 1
糯米粉/n : 1
饼/n : 1
材料/n : 1
奥利/nz : 1
筋粉/n : 1
中种/n : 1
馅/n : 1
凤梨/nr : 1
高粉/n : 1
全脂奶粉/n : 1
奥/nr : 1
盐焗鸡/vn : 1
饼干/n : 1
巧克力/nr : 1
生/vn : 1
南瓜/ns : 1
动物/n : 1
丁/nr : 1
可可粉/l : 1
爽口/vn : 1
鱼柳/nr : 1
蓝色/n : 1
marsala/eng : 1
烟/n : 1
泡打粉/n : 1
熏火腿/nz : 1
可可粉/l : 1
奶油/n : 1
樱桃/n : 1
RIO/eng : 1
酱/n : 1
菜心/n : 1
新鲜/ns : 1
片/q : 1
植物/n : 1
芒果/n : 1
马步/d : 1
鱼/n : 1
黄糖/nr : 1
糠/n : 1
榨菜/n : 1
南瓜/ns : 1
鸡精/n : 1
油/n : 1
发酵粉/n : 1
转化/v : 1
鱼胶/n : 1
糖浆/n : 1
自制/v : 1
白油/n : 1
奶酪/n : 1
鸡蛋/n : 1
饺子皮/n : 1
食用油/n : 1
或/c : 1
动物/n : 1
白巧克力/nr : 1
黄油/n : 1
腐乳/nz : 1
酱油/n : 1
无/v : 1
盐/n : 1
椰蓉/n : 1
冷藏/n : 1
奶油/n : 1
咸蛋/nr : 1
液种/n : 1
黄/a : 1
玉米粉/nr : 1
上好佳/z : 1
红辣椒/nr : 1
棉花/n : 1
糖原/n : 1
奶油/n : 1
味/n : 1
清酒/n : 1
柠檬/n : 1
味/n : 1
香草/n : 1
姜末/nr : 1
粉/n : 1
鸡蛋/n : 1
南瓜/ns : 1
糊/a : 1
冰糖/n : 1
淡/a : 1
奶油/n : 1
新鲜/ns : 1
白芝麻/n : 1
精/n : 1
淀粉/n : 1
糖/zg : 1
牛肉/n : 1
鸡蛋黄/n : 1
蛋白/n : 1
主/b : 1
黑椒/n : 1
柠檬/n : 1
汁/ng : 1
泥/n : 1
碱水/n : 1
牛奶/n : 1
绿豆/n : 1
巧克力/nr : 1
细砂糖/n : 1
细/a : 1
加/v : 1
面团/n : 1
芝士/ns : 1
葱/n : 1
可可粉/l : 1
材料/n : 1
榴莲/n : 1
肉/n : 1
椰浆/n : 1
黄油/n : 1
红糖/n : 1
意大利/ns : 1
奶粉/n : 1
无/v : 1
盐/n : 1
油葱/n : 1
叉烧/v : 1
高粉/n : 1
芹菜/n : 1
草莓/n : 1
牛肉/n : 1
糖浆/n : 1
酥/a : 1
馅/n : 1
食盐/n : 1
蛋液/n : 1
橄榄油/n : 1
液态/n : 1
粘/v : 1
酱/n : 1
淡奶/n : 1
酥油/n : 1
姜粉/nr : 1
金黄/nr : 1
糖粉/n : 1
糖浆/n : 1
葡萄酒/n : 1
粉/n : 1
大蒜/n : 1
米粉/nr : 1
运动/vn : 1
蒜瓣/n : 1
胡萝卜汁/n : 1
芒果/n : 1
面粉/n : 1
陷料/n : 1
黑椒/n : 1
粉/n : 1
鱼胶粉/n : 1
面包片/n : 1
普通/nz : 1
无/v : 1
柠檬皮/n : 1
丁/nr : 1
冰淇淋/nr : 1
艾草/nr : 1
高筋/n : 1
粉/n : 1
咖啡/n : 1
丝/m : 1
饮料/n : 1
蛋白/n : 1
奶油/n : 1
纯度/n : 1
奶酪/n : 1
胡萝卜/nr : 1
泥/n : 1
粉/n : 1
盐/n : 1
芝士/ns : 1
黑/a : 1
或/c : 1
面粉/n : 1
巧克力/nr : 1
鸡蛋/n : 1
黑/a : 1
红豆/n : 1
花生/n : 1
70/m : 1
米粉/nr : 1
黄油/n : 1
kiri/eng : 1
动物性/n : 1
花生油/n : 1
低/a : 1
低/a : 1
淡/a : 1
奶油/n : 1
面粉/n : 1
黄瓜/n : 1
普通/nz : 1
玫瑰/n : 1
面粉/n : 1
筋/n : 1
芒果/n : 1
鱼/n : 1
胶片/n : 1
猪油/n : 1
消化/vn : 1
蒜粒/n : 1
低/a : 1
酱/n : 1
糖浆/n : 1
花生酱/n : 1
鸭蛋/n : 1
核桃/n : 1
碎/a : 1
蛋/n : 1
胡萝卜/nr : 1
冷开水/nr : 1
有/v : 1
饼干/n : 1
吉利/ns : 1
中筋/n : 1
奶油/n : 1
粉/n : 1
桃子/n : 1
盐/n : 1
莲蓉/n : 1
绿豆粉/nz : 1
柠檬汁/n : 1
精盐/n : 1
蜂蜜/n : 1
巧克力/nr : 1
奶粉/n : 1
老面/n : 1
培根/nz : 1
葵花籽/n : 1
孜然/l : 1
粉/n : 1
松子/n : 1
枸杞/n : 1
味粉/n : 1
奇异果/n : 1
牛奶/n : 1
叉烧/v : 1
水/n : 1
油/n : 1
或/c : 1
肉/n : 1
淡/a : 1
鸡翅/n : 1
B/eng : 1
奶油/n : 1
干酵母/n : 1
预调/v : 1
喜欢/v : 1
的/uj : 1
蔬菜/n : 1
丁/nr : 1
蒜/n : 1
豆沙/n : 1
蜂蜜水/n : 1
中段/n : 1
瓶/n : 1
干/v : 1
黄油/n : 1
酵母粉/n : 1
细砂糖/n : 1
金枪鱼/n : 1
黑糖/n : 1
干酵母/n : 1
糖浆/n : 1
可可粉/l : 1
馅/n : 1
意大利/ns : 1
细砂糖/n : 1
宽面/n : 1
榴莲/n : 1
加入/v : 1
蛋黄/n : 1
罐头/n : 1
酸奶/n : 1
淡/a : 1
绿豆/n : 1
馅/n : 1
番茄/n : 1
红糖/n : 1
金枪鱼/n : 1
黄酒/n : 1
新鲜/ns : 1
榴莲/n : 1
芒果/n : 1
西兰花/nr : 1
酵母/n : 1
片糖/n : 1
糖/n : 1
安琪/nr : 1
耐高/a : 1
细砂糖/n : 1
芒果/n : 1
巧克力/nr : 1
孜然/l : 1
低糖/n : 1
rum/eng : 1
冻干粉/n : 1
果泥/n : 1
彭/nr : 1
马斯卡/nr : 1
酵母/n : 1
酱/n : 1
盐/n : 1
黄油/n : 1
加入/v : 1
加/v : 1
奶油/n : 1
蛋白/n : 1
豆瓣酱/n : 1
土豆/n : 1
糖/n : 1
的/uj : 1
蛋清/n : 1
香草/n : 1
粉/n : 1
绵白糖/n : 1
奥利/nz : 1
芒果/n : 1
香蕉/n : 1
粉/n : 1
生抽/nz : 1
苋菜/n : 1
化/v : 1
汁/ng : 1
蔓越/v : 1
麦芽糖/nr : 1
金象/n : 1
面包屑/n : 1
椰浆/n : 1
好/a : 1
奶茶/n : 1
法国/ns : 1
面包/n : 1
面粉/n : 1
洋/ag : 1
的/uj : 1
丁片/n : 1
T55/eng : 1
gum/eng : 1
黄油/n : 1
水/n : 1
鸡蛋/n : 1
温水/n : 1
葱花/n : 1
熟/a : 1
巧克力/nr : 1
粉/n : 1
粉/n : 1
肉桂/n : 1
奥/nr : 1
巧克力/nr : 1
tragacanth/eng : 1
凉开水/ns : 1
太谷/n : 1
脱水/v : 1
果冻/n : 1
原味/n : 1
蛋糕/n : 1
酸奶/n : 1
蛋黄/n : 1
肠/n : 1
鸡蛋/n : 1
糖/n : 1
糖分/n : 1
2/m : 1
红曲/n : 1
粉/n : 1
B/eng : 1
1/m : 1
寸戚风/i : 1
泡打粉/n : 1
干酵母/n : 1
长茄子/n : 1
碎/a : 1
黑/a : 1
8/m : 1
巧克力/nr : 1
香精/n : 1
黑/a : 1
蒻/zg : 1
淡/a : 1
水/n : 1
抹/v : 1
茶/n : 1
鸡蛋/n : 1
洋葱/n : 1
奶油/n : 1
巧克力/nr : 1
淡/a : 1
奶油/n : 1
奶油/n : 1
烧烤/v : 1
台式/n : 1
香肠/n : 1
蛋糕/n : 1
芒果/n : 1
白/a : 1
自制/v : 1
豆沙/n : 1
肉/n : 1
翻/v : 1
幼/n : 1
辣椒粉/n : 1
糖膏/n : 1
酵母/n : 1
牛肉/n : 1
食用/n : 1
纯/a : 1
酱/n : 1
自制/v : 1
热水/n : 1
酸奶/n : 1
老/n : 1
西冷/ns : 1
无糖/n : 1
黑/a : 1
新鲜/ns : 1
熟/a : 1
砂糖/n : 1
核桃仁/n : 1
台湾/ns : 1
猪肉/n : 1
黑糖/n : 1
蓝莓/n : 1
玉米片/nz : 1
果酱/n : 1
西芹/nr : 1
葡萄糖/n : 1
玉米油/nz : 1
玉米/nr : 1
糖浆/n : 1
浆/n : 1
馅/n : 1
椰子/n : 1
酒/n : 1
意大利/ns : 1
可可粉/l : 1
冷藏/n : 1
无糖/n : 1
酸奶/n : 1
种/n : 1
老面/n : 1
苏打粉/nr : 1
甜炼奶/n : 1
动物性/n : 1
寸戚风/i : 1
或/c : 1
低/a : 1
6/m : 1
的/uj : 1
朗姆/nrt : 1
黄油/n : 1
酒/n : 1
酸奶/n : 1
新鲜/ns : 1
粉/n : 1
面/n : 1
淡/a : 1
色素/n : 1
核桃仁/n : 1
加入/v : 1
花生油/n : 1
莓/g : 1
雞蛋/n : 1
粉/n : 1
蛋黄/n : 1
青葱/b : 1
鲜橙汁/nr : 1
菠萝/n : 1
枣泥/n : 1
凤尾鱼/nr : 1
香油/n : 1
料酒/v : 1
A/eng : 1
糖/n : 1
奶油/n : 1
红色/n : 1
红萝卜/n : 1
的/uj : 1
qq/eng : 1
蛋清/n : 1
豆/n : 1
